code_iso,code_key,population_est,income_per_capita_est,income_group
RUS,RUS-Yaroslavl-Oblast,27385309,1370,bajo
RUS,RUS-Zabaykalsky-Krai,33610239,25227,medio
RWA,RWA,1305103024,23760,medio
KNA,KNA,395769364,18826,medio
LCA,LCA,136724168,1168,bajo
VCT,VCT,1015814454,52677,alto
WSM,WSM,803217455,43460,alto
SMR,SMR,307400933,9552,bajo
STP,STP,287690154,9173,bajo
SAU,SAU,213556118,62866,alto
SEN,SEN,501129712,13390,medio
SRB,SRB,767304835,9953,bajo
SYC,SYC,415355164,25904,medio
SLE,SLE,463607118,25396,medio
SGP,SGP,1182026624,34678,medio
SVK,SVK,343073245,6049,bajo
SVN,SVN,1140511132,31271,medio
SLB,SLB,723545952,4834,bajo
SOM,SOM,234313768,66460,alto
ZAF,ZAF,833559595,32068,medio
SSD,SSD,625482555,33134,medio
ESP,ESP-Andalusia,10905584,26285,medio
ESP,ESP-Aragon,31858137,12235,medio
ESP,ESP-Asturias,36464635,56367,alto
ESP,ESP-Baleares,40626647,8252,bajo
ESP,ESP-C.-Valenciana,24346228,72787,alto
ESP,ESP-Canarias,22307019,8541,bajo
ESP,ESP-Cantabria,24576789,28961,medio
ESP,ESP-Castilla---La-Mancha,31976443,10675,medio
ESP,ESP-Castilla-y-Leon,42761102,28823,medio
ESP,ESP-Catalonia,30009852,44873,alto
ESP,ESP-Ceuta,677538,15587,medio
ESP,ESP-Extremadura,38171887,15945,medio
ESP,ESP-Galicia,45031418,60852,alto
ESP,ESP-La-Rioja,38437123,5267,bajo
ESP,ESP-Madrid,18849840,42004,alto
ESP,ESP-Melilla,29821197,17728,medio
ESP,ESP-Murcia,27122999,16609,medio
ESP,ESP-Navarra,4271663,5434,bajo
ESP,ESP-Pais-Vasco,35865044,30032,medio
LKA,LKA,612258268,7631,bajo
SDN,SDN,875959538,1812,bajo
SO2,SO2,773281919,9765,bajo
SUR,SUR,253241027,14099,medio
SWE,SWE-Blekinge,26081176,28038,medio
SWE,SWE-Dalarna,9289863,66571,alto
SWE,SWE-Gavleborg,43913062,6518,bajo
SWE,SWE-Gotland,48573953,27669,medio
SWE,SWE-Halland,31023300,34236,medio
SWE,SWE-Jamtland-Harjedalen,35445829,33430,medio
SWE,SWE-Jonkoping,37475683,79407,alto
SWE,SWE-Kalmar,46558721,15180,medio
SWE,SWE-Kronoberg,26856488,52763,alto
SWE,SWE-Norrbotten,27654667,26192,medio
SWE,SWE-Orebro,772557,27029,medio
SWE,SWE-Ostergotland,22054598,34599,medio
SWE,SWE-Skane,24954791,73180,alto
SWE,SWE-Sormland,8981541,39652,alto
SWE,SWE-Stockholm,7198106,16834,medio
SWE,SWE-Uppsala,331199,72219,alto
SWE,SWE-Varmland,22149911,6603,bajo
SWE,SWE-Vasterbotten,26102326,42084,alto
SWE,SWE-Vasternorrland,3839994,4624,bajo
SWE,SWE-Vastmanland,26587570,864,bajo
SWE,SWE-Vastra-Gotaland,31648829,3155,bajo
CHE,CHE,342606102,75201,alto
SYR,SYR,1120611040,69082,alto
TWN,TWN,1232197797,82670,alto
TJK,TJK,361339000,40272,alto
TZA,TZA,685813906,10218,medio
THA,THA,225525280,65892,alto
TLS,TLS,1089590092,72471,alto
TGO,TGO,388035117,25994,medio
TON,TON,319887834,5631,bajo
TTO,TTO,1162708997,11539,medio
TUN,TUN,446708986,87585,alto
TUR,TUR,502724677,48145,alto
TUV,TUV,1345017248,52986,alto
USA,USA-Alabama-Autauga,16392927,54088,alto
USA,USA-Alabama-Baldwin,16994796,40064,alto
USA,USA-Alabama-Barbour,49565899,23788,medio
USA,USA-Alabama-Bibb,29918080,30032,medio
USA,USA-Alabama-Blount,20559596,1605,bajo
USA,USA-Alabama-Bullock,8875465,32120,medio
USA,USA-Alabama-Butler,30483044,32196,medio
USA,USA-Alabama-Calhoun,26835924,46603,alto
USA,USA-Alabama-Chambers,37496327,12488,medio
USA,USA-Alabama-Cherokee,19888002,9308,bajo
USA,USA-Alabama-Chilton,40850312,2918,bajo
USA,USA-Alabama-Choctaw,2661788,26411,medio
USA,USA-Alabama-Clarke,219720,18207,medio
USA,USA-Alabama-Clay,19005438,34908,medio
USA,USA-Alabama-Cleburne,14393405,8477,bajo
USA,USA-Alabama-Coffee,20778135,14661,medio
USA,USA-Alabama-Colbert,25089305,5049,bajo
USA,USA-Alabama-Conecuh,12535800,30337,medio
USA,USA-Alabama-Coosa,10530770,30645,medio
USA,USA-Alabama-Covington,46070426,25029,medio
USA,USA-Alabama-Crenshaw,25070248,34507,medio
USA,USA-Alabama-Cullman,13371840,5473,bajo
USA,USA-Alabama-Dale,27137984,43436,alto
USA,USA-Alabama-Dallas,43687912,20086,medio
USA,USA-Alabama-DeKalb,48835789,1856,bajo
USA,USA-Alabama-Elmore,29407621,9634,bajo
USA,USA-Alabama-Escambia,7026611,29851,medio
USA,USA-Alabama-Etowah,37401910,7464,bajo
USA,USA-Alabama-Fayette,37588969,7567,bajo
USA,USA-Alabama-Franklin,2790877,11745,medio
USA,USA-Alabama-Geneva,44573430,22697,medio
USA,USA-Alabama-Greene,3041863,13879,medio
USA,USA-Alabama-Hale,35160208,30161,medio
USA,USA-Alabama-Henry,10467143,2615,bajo
USA,USA-Alabama-Houston,32596627,57641,alto
USA,USA-Alabama-Jackson,41616396,2767,bajo
USA,USA-Alabama-Jefferson,21613101,28651,medio
USA,USA-Alabama-Lamar,36809243,7586,bajo
USA,USA-Alabama-Lauderdale,49271346,72249,alto
USA,USA-Alabama-Lawrence,19821148,33849,medio
USA,USA-Alabama-Lee,631747,1429,bajo
USA,USA-Alabama-Limestone,44448942,17773,medio
USA,USA-Alabama-Lowndes,44797557,3824,bajo
USA,USA-Alabama-Macon,38187622,14587,medio
USA,USA-Alabama-Madison,49224147,10356,medio
USA,USA-Alabama-Marengo,45472607,4810,bajo
USA,USA-Alabama-Marion,37926294,30448,medio
USA,USA-Alabama-Marshall,34547493,5999,bajo
USA,USA-Alabama-Mobile,33860844,13841,medio
USA,USA-Alabama-Monroe,48351834,22122,medio
USA,USA-Alabama-Montgomery,44524743,31717,medio
USA,USA-Alabama-Morgan,10784240,81177,alto
USA,USA-Alabama-Perry,11285833,7171,bajo
USA,USA-Alabama-Pickens,28408684,74827,alto
USA,USA-Alabama-Pike,31611658,10665,medio
USA,USA-Alabama-Randolph,14867318,7353,bajo
USA,USA-Alabama-Russell,11094171,20220,medio
USA,USA-Alabama-Shelby,43451158,20774,medio
USA,USA-Alabama-St.-Clair,26976655,10553,medio
USA,USA-Alabama-Sumter,35158794,9019,bajo
USA,USA-Alabama-Talladega,28916038,7545,bajo
USA,USA-Alabama-Tallapoosa,44021750,19380,medio
USA,USA-Alabama-Tuscaloosa,39883085,33667,medio
USA,USA-Alabama-Walker,42960745,10149,medio
USA,USA-Alabama-Washington,39964663,3353,bajo
USA,USA-Alabama-Wilcox,8161496,45128,alto
USA,USA-Alabama-Winston,21827576,80348,alto
USA,USA-Alaska-Aleutians-East,32295676,3236,bajo
USA,USA-Alaska-Aleutians-West,7461062,1456,bajo
USA,USA-Alaska-Anchorage,25492614,46440,alto
USA,USA-Alaska-Bethel,10314803,40180,alto
USA,USA-Alaska-Bristol-Bay,20334696,18607,medio
USA,USA-Alaska-Bristol-Bay-plus-Lake-and-Peninsula,25221536,46646,alto
USA,USA-Alaska-Chugach,44449681,29029,medio
USA,USA-Alaska-Copper-River,4538268,4274,bajo
USA,USA-Alaska-Denali,19009710,24342,medio
USA,USA-Alaska-Dillingham,10062700,15013,medio
USA,USA-Alaska-Fairbanks-North-Star,29706625,35084,alto
USA,USA-Alaska-Haines,17274923,2435,bajo
USA,USA-Alaska-Juneau,16879307,19608,medio
USA,USA-Alaska-Kenai-Peninsula,30600606,19262,medio
USA,USA-Alaska-Ketchikan-Gateway,34457582,21604,medio
USA,USA-Alaska-Kodiak-Island,15100407,19713,medio
USA,USA-Alaska-Kusilvak,15984862,58133,alto
USA,USA-Alaska-Matanuska-Susitna,8934435,27885,medio
USA,USA-Alaska-Nome,41606585,32953,medio
USA,USA-Alaska-North-Slope,33348507,70241,alto
USA,USA-Alaska-Northwest-Arctic,26108020,1235,bajo
USA,USA-Alaska-Petersburg,44002776,37838,alto
USA,USA-Alaska-Prince-of-Wales-Hyder,22305574,12562,medio
USA,USA-Alaska-Sitka,25597567,23440,medio
USA,USA-Alaska-Skagway,24011805,13906,medio
USA,USA-Alaska-Southeast-Fairbanks,26739306,69040,alto
USA,USA-Alaska-Valdez-Cordova,43583912,5336,bajo
USA,USA-Alaska-Wrangell,35089500,11862,medio
USA,USA-Alaska-Yakutat,29790052,14226,medio
USA,USA-Alaska-Yukon-Koyukuk,14307708,9514,bajo
USA,USA-American-Samoa,44117492,26926,medio
USA,USA-Arizona-Apache,29310601,73977,alto
USA,USA-Arizona-Cochise,29150356,86917,alto
USA,USA-Arizona-Coconino,7726492,33652,medio
USA,USA-Arizona-Gila,11482170,20270,medio
USA,USA-Arizona-Graham,21359746,27268,medio
USA,USA-Arizona-Greenlee,6168382,4149,bajo
USA,USA-Arizona-La-Paz,27883254,81894,alto
USA,USA-Arizona-Maricopa,15059125,83841,alto
USA,USA-Arizona-Mohave,35896559,87723,alto
USA,USA-Arizona-Navajo,44578130,30317,medio
USA,USA-Arizona-Pima,32036685,32240,medio
USA,USA-Arizona-Pinal,35490684,4166,bajo
USA,USA-Arizona-Santa-Cruz,2084278,23357,medio
USA,USA-Arizona-Yavapai,21771142,25448,medio
USA,USA-Arizona-Yuma,10543873,44913,alto
USA,USA-Arkansas-Arkansas,21121381,43566,alto
USA,USA-Arkansas-Ashley,43033741,67444,alto
USA,USA-Arkansas-Baxter,34842775,50605,alto
USA,USA-Arkansas-Benton,31859424,1057,bajo
USA,USA-Arkansas-Boone,36596547,19472,medio
USA,USA-Arkansas-Bradley,700778,6540,bajo
USA,USA-Arkansas-Calhoun,37608496,1628,bajo
USA,USA-Arkansas-Carroll,25353981,27744,medio
USA,USA-Arkansas-Chicot,26929721,31804,medio
USA,USA-Arkansas-Clark,23421915,19292,medio
USA,USA-Arkansas-Clay,22746538,5849,bajo
USA,USA-Arkansas-Cleburne,6046207,3125,bajo
USA,USA-Arkansas-Cleveland,26405783,557,bajo
USA,USA-Arkansas-Columbia,13337766,9819,bajo
USA,USA-Arkansas-Conway,12354700,9003,bajo
USA,USA-Arkansas-Craighead,8191311,32232,medio
USA,USA-Arkansas-Crawford,31969674,77961,alto
USA,USA-Arkansas-Crittenden,1668332,29121,medio
USA,USA-Arkansas-Cross,21238657,15493,medio
USA,USA-Arkansas-Dallas,30474527,4377,bajo
USA,USA-Arkansas-Desha,17558495,37282,alto
USA,USA-Arkansas-Drew,30437511,33170,medio
USA,USA-Arkansas-Faulkner,4084999,79143,alto
USA,USA-Arkansas-Franklin,34227863,89660,alto
USA,USA-Arkansas-Fulton,8976309,36431,alto
USA,USA-Arkansas-Garland,32148789,2275,bajo
USA,USA-Arkansas-Grant,10203756,30591,medio
USA,USA-Arkansas-Greene,13711736,4885,bajo
USA,USA-Arkansas-Hempstead,3902825,6851,bajo
USA,USA-Arkansas-Hot-Spring,22140590,4474,bajo
USA,USA-Arkansas-Howard,36435515,73673,alto
USA,USA-Arkansas-Independence,9008331,88829,alto
USA,USA-Arkansas-Izard,8681734,4965,bajo
USA,USA-Arkansas-Jackson,23329440,34795,medio
USA,USA-Arkansas-Jefferson,2654046,54686,alto
USA,USA-Arkansas-Johnson,12547769,16945,medio
USA,USA-Arkansas-Lafayette,46920127,21058,medio
USA,USA-Arkansas-Lawrence,45332635,22636,medio
USA,USA-Arkansas-Lee,39968111,12302,medio
USA,USA-Arkansas-Lincoln,39378536,32669,medio
USA,USA-Arkansas-Little-River,3773302,14966,medio
USA,USA-Arkansas-Logan,1993438,23447,medio
USA,USA-Arkansas-Lonoke,21981167,4226,bajo
USA,USA-Arkansas-Madison,16300309,28426,medio
USA,USA-Arkansas-Marion,17170825,9214,bajo
USA,USA-Arkansas-Miller,48812978,20899,medio
USA,USA-Arkansas-Mississippi,35317745,3498,bajo
USA,USA-Arkansas-Monroe,37046023,35909,alto
USA,USA-Arkansas-Montgomery,39330824,22729,medio
USA,USA-Arkansas-Nevada,2813005,30517,medio
USA,USA-Arkansas-Newton,48887508,69648,alto
USA,USA-Arkansas-Ouachita,43239393,47497,alto
USA,USA-Arkansas-Perry,5266583,53944,alto
USA,USA-Arkansas-Phillips,13563496,17527,medio
USA,USA-Arkansas-Pike,11444079,6196,bajo
USA,USA-Arkansas-Poinsett,36608653,38072,alto
USA,USA-Arkansas-Polk,38662659,47018,alto
USA,USA-Arkansas-Pope,11602789,64652,alto
USA,USA-Arkansas-Prairie,1671342,14476,medio
USA,USA-Arkansas-Pulaski,16240378,21067,medio
USA,USA-Arkansas-Randolph,9218201,4989,bajo
USA,USA-Arkansas-Saline,28508615,30875,medio
USA,USA-Arkansas-Scott,27649416,9236,bajo
USA,USA-Arkansas-Searcy,38783339,7355,bajo
USA,USA-Arkansas-Sebastian,36481365,33785,medio
USA,USA-Arkansas-Sevier,41275043,13097,medio
USA,USA-Arkansas-Sharp,25044884,4005,bajo
USA,USA-Arkansas-St.-Francis,15790630,36084,alto
USA,USA-Arkansas-Stone,23060888,68320,alto
USA,USA-Arkansas-Union,5583945,31944,medio
USA,USA-Arkansas-Van-Buren,4896202,11153,medio
USA,USA-Arkansas-Washington,20694213,56857,alto
USA,USA-Arkansas-White,13910845,2745,bajo
USA,USA-Arkansas-Woodruff,45223461,28070,medio
USA,USA-Arkansas-Yell,23253967,6335,bajo
USA,USA-California-Alameda,10325271,27077,medio
USA,USA-California-Alpine,17573002,33922,medio
USA,USA-California-Amador,2437667,34475,medio
USA,USA-California-Butte,5321154,6335,bajo
USA,USA-California-Calaveras,45993053,9189,bajo
USA,USA-California-Colusa,6567734,33178,medio
USA,USA-California-Contra-Costa,14519348,23483,medio
USA,USA-California-Del-Norte,34128321,25034,medio
USA,USA-California-El-Dorado,287834,22159,medio
USA,USA-California-Fresno,39149488,34951,medio
USA,USA-California-Glenn,4740654,1305,bajo
USA,USA-California-Humboldt,29707658,1420,bajo
USA,USA-California-Imperial,20681541,23162,medio
USA,USA-California-Inyo,43691707,29988,medio
USA,USA-California-Kern,11685889,1943,bajo
USA,USA-California-Kings,4008585,7548,bajo
USA,USA-California-Lake,36380544,23707,medio
USA,USA-California-Lassen,6910725,2045,bajo
USA,USA-California-Los-Angeles,33505357,11210,medio
USA,USA-California-Madera,1742141,26004,medio
USA,USA-California-Marin,29459015,6712,bajo
USA,USA-California-Mariposa,16082326,5187,bajo
USA,USA-California-Mendocino,26011368,89462,alto
USA,USA-California-Merced,10637772,20340,medio
USA,USA-California-Modoc,42239669,19700,medio
USA,USA-California-Mono,15207601,27297,medio
USA,USA-California-Monterey,15497103,29164,medio
USA,USA-California-Napa,35198893,76349,alto
USA,USA-California-Nevada,48502304,34116,medio
USA,USA-California-Orange,45959754,5487,bajo
USA,USA-California-Placer,10413209,30009,medio
USA,USA-California-Plumas,10215026,33710,medio
USA,USA-California-Riverside,36452001,23045,medio
USA,USA-California-Sacramento,35311420,12570,medio
USA,USA-California-San-Benito,29520763,55121,alto
USA,USA-California-San-Bernardino,34584778,12779,medio
USA,USA-California-San-Diego,48961101,9030,bajo
USA,USA-California-San-Francisco,39088064,2476,bajo
USA,USA-California-San-Joaquin,3129331,21628,medio
USA,USA-California-San-Luis-Obispo,32452046,1294,bajo
USA,USA-California-San-Mateo,7311078,11722,medio
USA,USA-California-Santa-Barbara,4013487,23885,medio
USA,USA-California-Santa-Clara,48957081,27282,medio
USA,USA-California-Santa-Cruz,49760282,35102,alto
USA,USA-California-Shasta,29622901,23262,medio
USA,USA-California-Sierra,844938,7953,bajo
USA,USA-California-Siskiyou,817400,2532,bajo
USA,USA-California-Solano,46537165,22224,medio
USA,USA-California-Sonoma,40069566,6672,bajo
USA,USA-California-Stanislaus,11965489,21252,medio
USA,USA-California-Sutter,16194291,2034,bajo
USA,USA-California-Tehama,6482036,17197,medio
USA,USA-California-Trinity,33035767,66591,alto
USA,USA-California-Tulare,37931639,5070,bajo
USA,USA-California-Tuolumne,8053732,16706,medio
USA,USA-California-Ventura,37861687,21655,medio
USA,USA-California-Yolo,20936786,10434,medio
USA,USA-California-Yuba,1789892,25139,medio
USA,USA-Colorado-Adams,43161442,19449,medio
USA,USA-Colorado-Alamosa,7262270,34630,medio
USA,USA-Colorado-Arapahoe,31537173,19122,medio
USA,USA-Colorado-Archuleta,12941855,23603,medio
USA,USA-Colorado-Baca,29883351,9003,bajo
USA,USA-Colorado-Bent,12379135,23859,medio
USA,USA-Colorado-Boulder,34484675,58640,alto
USA,USA-Colorado-Broomfield,36985535,83339,alto
USA,USA-Colorado-Chaffee,36966842,60532,alto
USA,USA-Colorado-Cheyenne,10734646,16461,medio
USA,USA-Colorado-Clear-Creek,31902991,30467,medio
USA,USA-Colorado-Conejos,49707456,15996,medio
USA,USA-Colorado-Costilla,48670336,14852,medio
USA,USA-Colorado-Crowley,43143323,12512,medio
USA,USA-Colorado-Custer,14175740,25446,medio
USA,USA-Colorado-Delta,8819609,31912,medio
USA,USA-Colorado-Denver,12294742,11263,medio
USA,USA-Colorado-Dolores,19622525,32335,medio
USA,USA-Colorado-Douglas,16478790,3247,bajo
USA,USA-Colorado-Eagle,26645028,7780,bajo
USA,USA-Colorado-El-Paso,24209460,45974,alto
USA,USA-Colorado-Elbert,2968963,27477,medio
USA,USA-Colorado-Fremont,21829702,20978,medio
USA,USA-Colorado-Garfield,43878696,21007,medio
USA,USA-Colorado-Gilpin,19766934,13763,medio
USA,USA-Colorado-Grand,13021582,7851,bajo
USA,USA-Colorado-Gunnison,37332985,22227,medio
USA,USA-Colorado-Hinsdale,42242412,23031,medio
USA,USA-Colorado-Huerfano,8335344,20515,medio
USA,USA-Colorado-Jackson,24504969,10232,medio
USA,USA-Colorado-Jefferson,42827546,2601,bajo
USA,USA-Colorado-Kiowa,20264024,22544,medio
USA,USA-Colorado-Kit-Carson,28533531,2528,bajo
USA,USA-Colorado-La-Plata,9242418,32617,medio
USA,USA-Colorado-Lake,46184654,34310,medio
USA,USA-Colorado-Larimer,23704787,53313,alto
USA,USA-Colorado-Las-Animas,25128435,26022,medio
USA,USA-Colorado-Lincoln,38187208,19650,medio
USA,USA-Colorado-Logan,46247206,34983,medio
USA,USA-Colorado-Mesa,22002018,29724,medio
USA,USA-Colorado-Mineral,48545529,2477,bajo
USA,USA-Colorado-Moffat,5566452,12413,medio
USA,USA-Colorado-Montezuma,23451318,75794,alto
USA,USA-Colorado-Montrose,15120487,5918,bajo
USA,USA-Colorado-Morgan,6875999,32409,medio
USA,USA-Colorado-Otero,7572635,64854,alto
USA,USA-Colorado-Ouray,9489622,31321,medio
USA,USA-Colorado-Park,36427182,19952,medio
USA,USA-Colorado-Phillips,46932716,13597,medio
USA,USA-Colorado-Pitkin,23872973,27762,medio
USA,USA-Colorado-Prowers,6795932,10620,medio
USA,USA-Colorado-Pueblo,36142737,10929,medio
USA,USA-Colorado-Rio-Blanco,27036790,50455,alto
USA,USA-Colorado-Rio-Grande,25064520,6326,bajo
USA,USA-Colorado-Routt,12225841,24905,medio
USA,USA-Colorado-Saguache,29707894,1474,bajo
USA,USA-Colorado-San-Juan,9949139,2189,bajo
USA,USA-Colorado-San-Miguel,37260890,14671,medio
USA,USA-Colorado-Sedgwick,12674860,33304,medio
USA,USA-Colorado-Summit,48499153,7276,bajo
USA,USA-Colorado-Teller,28609292,9417,bajo
USA,USA-Colorado-Washington,18402486,18353,medio
USA,USA-Colorado-Weld,17876316,42784,alto
USA,USA-Colorado-Yuma,6455860,24225,medio
USA,USA-Connecticut-Fairfield,47342756,1158,bajo
USA,USA-Connecticut-Hartford,39490235,70665,alto
USA,USA-Connecticut-Litchfield,4685195,32052,medio
USA,USA-Connecticut-Middlesex,30586146,47291,alto
USA,USA-Connecticut-New-Haven,8141526,28926,medio
USA,USA-Connecticut-New-London,25744757,23572,medio
USA,USA-Connecticut-Tolland,394903,38205,alto
USA,USA-Connecticut-Windham,33276625,4544,bajo
USA,USA-Delaware-Kent,47281421,65294,alto
USA,USA-Delaware-New-Castle,26341850,71201,alto
USA,USA-Delaware-Sussex,18555623,74479,alto
USA,USA-District-of-Columbia-District-of-Columbia,39086412,17384,medio
USA,USA-Florida-Alachua,7259433,1377,bajo
USA,USA-Florida-Baker,14669576,27475,medio
USA,USA-Florida-Bay,1550710,38059,alto
USA,USA-Florida-Bradford,36910818,33391,medio
USA,USA-Florida-Brevard,29288566,25915,medio
USA,USA-Florida-Broward,49133009,31646,medio
USA,USA-Florida-Calhoun,4304329,17513,medio
USA,USA-Florida-Charlotte,7760981,2174,bajo
USA,USA-Florida-Citrus,34764160,19800,medio
USA,USA-Florida-Clay,35523916,86978,alto
USA,USA-Florida-Collier,12782955,9909,bajo
USA,USA-Florida-Columbia,14598701,87204,alto
USA,USA-Florida-DeSoto,44896470,23978,medio
USA,USA-Florida-Dixie,45164248,26697,medio
USA,USA-Florida-Duval,34331560,26767,medio
USA,USA-Florida-Escambia,38073840,6384,bajo
USA,USA-Florida-Flagler,444368,28196,medio
USA,USA-Florida-Franklin,11964802,28708,medio
USA,USA-Florida-Gadsden,27096597,23383,medio
USA,USA-Florida-Gilchrist,16380193,15248,medio
USA,USA-Florida-Glades,39641881,3929,bajo
USA,USA-Florida-Gulf,19621739,29675,medio
USA,USA-Florida-Hamilton,1177498,33557,medio
USA,USA-Florida-Hardee,25692400,31230,medio
USA,USA-Florida-Hendry,20578512,7267,bajo
USA,USA-Florida-Hernando,26664028,51611,alto
USA,USA-Florida-Highlands,32348259,32457,medio
USA,USA-Florida-Hillsborough,36498243,20256,medio
USA,USA-Florida-Holmes,37397970,32088,medio
USA,USA-Florida-Indian-River,47280353,18203,medio
USA,USA-Florida-Jackson,44123896,8265,bajo
USA,USA-Florida-Jefferson,42484189,11522,medio
USA,USA-Florida-Lafayette,17025582,10691,medio
USA,USA-Florida-Lake,29694186,11739,medio
USA,USA-Florida-Lee,30482592,11525,medio
USA,USA-Florida-Leon,26041542,26453,medio
USA,USA-Florida-Levy,6887037,16251,medio
USA,USA-Florida-Liberty,21195116,78208,alto
USA,USA-Florida-Madison,8467123,3623,bajo
USA,USA-Florida-Manatee,8815348,48860,alto
USA,USA-Florida-Marion,27542185,5224,bajo
USA,USA-Florida-Martin,24820292,17649,medio
USA,USA-Florida-Miami-Dade,47360357,11287,medio
USA,USA-Florida-Monroe,19754597,23193,medio
USA,USA-Florida-Nassau,10458643,18767,medio
USA,USA-Florida-Okaloosa,26839829,25913,medio
USA,USA-Florida-Okeechobee,40868099,5454,bajo
USA,USA-Florida-Orange,31423908,10744,medio
USA,USA-Florida-Osceola,49241332,6775,bajo
USA,USA-Florida-Palm-Beach,12420534,22402,medio
USA,USA-Florida-Pasco,25198819,5076,bajo
USA,USA-Florida-Pinellas,1663005,5576,bajo
USA,USA-Florida-Polk,26888179,9716,bajo
USA,USA-Florida-Putnam,25865021,26363,medio
USA,USA-Florida-Santa-Rosa,15809439,66050,alto
USA,USA-Florida-Sarasota,21736547,65272,alto
USA,USA-Florida-Seminole,5290156,1441,bajo
USA,USA-Florida-St.-Johns,47754731,15050,medio
USA,USA-Florida-St.-Lucie,15935767,23948,medio
USA,USA-Florida-Sumter,27589735,27151,medio
USA,USA-Florida-Suwannee,13082770,12438,medio
USA,USA-Florida-Taylor,28824808,9525,bajo
USA,USA-Florida-Union,25186338,20382,medio
USA,USA-Florida-Volusia,18931824,24663,medio
USA,USA-Florida-Wakulla,27280209,9319,bajo
USA,USA-Florida-Walton,22293342,26760,medio
USA,USA-Florida-Washington,36494731,22078,medio
USA,USA-Georgia-Appling,7828441,589,bajo
USA,USA-Georgia-Atkinson,638373,21047,medio
USA,USA-Georgia-Bacon,17420605,19257,medio
USA,USA-Georgia-Baker,49692544,57450,alto
USA,USA-Georgia-Baldwin,8389482,23805,medio
USA,USA-Georgia-Banks,1167260,26212,medio
USA,USA-Georgia-Barrow,9774128,20296,medio
USA,USA-Georgia-Bartow,24649364,31959,medio
USA,USA-Georgia-Ben-Hill,15309289,3155,bajo
USA,USA-Georgia-Berrien,39796906,24727,medio
USA,USA-Georgia-Bibb,3591311,27899,medio
USA,USA-Georgia-Bleckley,22945373,13017,medio
USA,USA-Georgia-Brantley,20571047,81910,alto
USA,USA-Georgia-Brooks,32736850,34195,medio
USA,USA-Georgia-Bryan,38746622,7843,bajo
USA,USA-Georgia-Bulloch,29497730,2073,bajo
USA,USA-Georgia-Burke,45749326,6097,bajo
USA,USA-Georgia-Butts,28745023,13926,medio
USA,USA-Georgia-Calhoun,12089806,20244,medio
USA,USA-Georgia-Camden,34914525,38796,alto
USA,USA-Georgia-Candler,8592299,18823,medio
USA,USA-Georgia-Carroll,14968251,45053,alto
USA,USA-Georgia-Catoosa,48476858,27616,medio
USA,USA-Georgia-Charlton,14887072,53648,alto
USA,USA-Georgia-Chatham,38040119,28431,medio
USA,USA-Georgia-Chattahoochee,9588672,10535,medio
USA,USA-Georgia-Chattooga,16397412,25701,medio
USA,USA-Georgia-Cherokee,11364168,17884,medio
USA,USA-Georgia-Clarke,29918822,21725,medio
USA,USA-Georgia-Clay,28585571,7381,bajo
USA,USA-Georgia-Clayton,39319759,7878,bajo
USA,USA-Georgia-Clinch,43956186,29481,medio
USA,USA-Georgia-Cobb,19379656,19467,medio
USA,USA-Georgia-Coffee,32914824,3573,bajo
USA,USA-Georgia-Colquitt,25655793,1525,bajo
USA,USA-Georgia-Columbia,31676377,12051,medio
USA,USA-Georgia-Cook,36056153,13621,medio
USA,USA-Georgia-Coweta,17469562,5063,bajo
USA,USA-Georgia-Crawford,26180235,8892,bajo
USA,USA-Georgia-Crisp,24101077,4903,bajo
USA,USA-Georgia-Dade,38559859,3823,bajo
USA,USA-Georgia-Dawson,2941659,87510,alto
USA,USA-Georgia-DeKalb,49303866,6641,bajo
USA,USA-Georgia-Decatur,33763974,15017,medio
USA,USA-Georgia-Dodge,43673382,16435,medio
USA,USA-Georgia-Dooly,37048234,87123,alto
USA,USA-Georgia-Dougherty,43903540,9277,bajo
USA,USA-Georgia-Douglas,21874581,3845,bajo
USA,USA-Georgia-Early,4094032,6316,bajo
USA,USA-Georgia-Echols,34787477,5104,bajo
USA,USA-Georgia-Effingham,41859877,13424,medio
USA,USA-Georgia-Elbert,28080760,4600,bajo
USA,USA-Georgia-Emanuel,3564382,9051,bajo
USA,USA-Georgia-Evans,7307881,79629,alto
USA,USA-Georgia-Fannin,28864322,22501,medio
USA,USA-Georgia-Fayette,37922279,3977,bajo
USA,USA-Georgia-Floyd,16572351,7682,bajo
USA,USA-Georgia-Forsyth,38130293,7940,bajo
USA,USA-Georgia-Franklin,509964,88810,alto
USA,USA-Georgia-Fulton,48298709,37812,alto
USA,USA-Georgia-Gilmer,3007493,67812,alto
USA,USA-Georgia-Glascock,41143161,62326,alto
USA,USA-Georgia-Glynn,6648784,27017,medio
USA,USA-Georgia-Gordon,25181259,9902,bajo
USA,USA-Georgia-Grady,16926781,33188,medio
USA,USA-Georgia-Greene,19730121,29152,medio
USA,USA-Georgia-Gwinnett,47067611,76553,alto
USA,USA-Georgia-Habersham,36992693,34259,medio
USA,USA-Georgia-Hall,23110170,24581,medio
USA,USA-Georgia-Hancock,8200219,36926,alto
USA,USA-Georgia-Haralson,38646713,1356,bajo
USA,USA-Georgia-Harris,38318849,40988,alto
USA,USA-Georgia-Hart,2637014,9243,bajo
USA,USA-Georgia-Heard,24782234,34231,medio
USA,USA-Georgia-Henry,22723635,4638,bajo
USA,USA-Georgia-Houston,10538542,21080,medio
